Country.,Contract.Phase.,Implementing.Organization.,Fieldwork.,Status.,CAPI.survey,GPS.georeferenced,dhs_cc,dhs_recode_code,survey_id,Recode.Structure.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.questions,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing...DBS,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening.questions,Cervical.cancer.screening.questions,Prostate.cancer.screening.questions,Diabetes.testing,Newborn.care,Service.availability,CAF�.survey,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,HIV.testing...venous.blood,Arm.circumference,Asthma,Basic.material.needs,HIV.testing...RDT,Malaria...DBS,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Sickle.cell..genotype.test.,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,BeginDate,EndDate,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Kenya,DHS-V,National Council for Population Development (NCPD),September 2004 - January 2005,Completed,,1,,,250,,,,,,,,1,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-01,2005-01-01,122,2004-11-01,2004,2005,2005,
Kenya,DHS-IV,Central Bureau of Statistics (CBS),April 2003 - September 2003,Completed,,1,KE,42,216,DHS-IV,1,1,1,1,,,1,1,,1,1,1,1,1,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-01,2003-09-01,153,2003-06-16,2003,2003,2003,1
Kenya,DHS-IV,National Council for Population Development (NCPD)/Ministry of Health (MOH),April 1999 - September 1999,Completed,,1,,,173,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-01,1999-09-01,153,1999-06-16,1999,1999,1999,
Kenya,DHS-III,National Council for Population Development (NCPD),February 1998 - July 1998,Completed,,1,KE,3A,115,DHS-III,,1,,,,,1,1,,1,,1,1,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-01,1998-07-01,150,1998-04-17,1998,1998,1998,1
Kenya,DHS-III,National Council for Population Development (NCPD),February 1993 - August 1993,Completed,,,KE,33,56,DHS-II,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-02-01,1993-08-01,181,1993-05-02,1993,1993,1993,
Kenya,DHS-I,National Council for Population Development (NCPD),December 1988 - May 1989,Completed,,,KE,03,20,DHS-I,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-12-01,1989-05-01,151,1989-02-15,1988,1989,1989,
Kyrgyz Republic,DHS-VI,National Statistical Committee (NSC) and the Ministry of Health (MOH),August 2012 - December 2012,Completed,,1,KY,61,383,DHS-VI,1,1,1,1,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,1,1,1,1,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-01,2012-12-01,122,2012-10-01,2012,2012,2012,1
Kyrgyz Republic,DHS-III,Institute of Obstetrics and Pediatrics/Ministry of Health,August 1997 - November 1997,Completed,,,KY,31,109,DHS-III,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-01,1997-11-01,92,1997-09-16,1997,1997,1997,1
Lao People's Democratic Republic,DHS-VII,"Lao Statistics Bureau (LSB) / Ministry of Planning and Investment (MPI), in collaboration with the Ministry of Health.",July 2017 - September 2017,Completed,1,1,,,520,,1,,1,,,,1,1,1,,,,1,,,,1,,,,,1,,,1,,,,,1,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-01,2017-09-01,62,2017-08-01,2017,2017,2017,
Lao People's Democratic Republic,DHS-VI,Ministry of Health (MoH) and the Lao Statistics Bureau (LSB),September 2011 - February 2012,Completed,,,,,351,,1,,1,,,,,1,1,1,,1,1,,1,,,,1,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01,2012-02-01,153,2011-11-16,2011,2012,2012,1
Lesotho,DHS-VII,Ministry of Health (MOH),September 2014 - December 2014,Completed,1,1,LS,71,462,DHS-VI,1,1,1,,,,1,1,1,,1,1,1,1,,,1,1,1,1,,,,,,,,,,1,1,1,1,,,1,,,1,,1,,1,1,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2014-09-01,2014-12-01,91,2014-10-17,2014,2014,2014,1
Lesotho,DHS-VI,Ministry of Health and Social Welfare (MOHSW),October 2009 - January 2010,Completed,1,1,LS,61,317,DHS-V,1,1,1,,,,1,1,1,,1,1,1,,,,1,1,1,1,,1,,,1,,,,,1,1,1,,,,1,,,1,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-01,2010-01-01,92,2009-11-16,2009,2010,2010,1
Lesotho,DHS-IV,Ministry of Health and Social Welfare and the Bureau of Statistics.,September 2004 - January 2005,Completed,,1,LS,41,256,DHS-IV,,,1,,,,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-01,2005-01-01,122,2004-11-01,2004,2005,2005,1
Liberia,DHS-VII,The National Malaria Control Program (NMCP) and the Liberia Institute of Statistics and Geo-Information Services (LISGIS),September 2016 - November 2016,Completed,,1,LB,71,509,DHS-VII,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-01,2016-11-01,61,2016-10-01,2016,2016,2016,1
Liberia,DHS-VI,Liberia Institute of Statistics and Geo-information Services (LISGIS),March 2013 - July 2013,Completed,,1,LB,6A,435,DHS-VI,,1,1,,,,,,1,1,,1,1,,1,,,,,1,,1,,1,,1,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2013-03-01,2013-07-01,122,2013-05-01,2013,2013,2013,1
Liberia,DHS-VI,"Liberian National Malaria Control Program (NMCP), Ministry of Health and Social Welfare (MOHSW)",September 2011 - December 2011,Completed,,1,LB,61,361,DHS-VI,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-01,2011-12-01,91,2011-10-17,2011,2011,2011,1
Liberia,DHS-V,National Malaria Control Program (NMCP) of the Ministry of Health and Social Welfare in collaboration with the Liberia Institute for Statistics and Geo-Information Services (LISGIS),December 2008 - March 2009,Completed,,1,LB,5A,330,DHS-V,,,1,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-01,2009-03-01,90,2009-01-15,2008,2009,2009,
Liberia,DHS-V,Liberia Institute for Statistics and Geo-information Services (LISGIS),December 2006 - April 2007,Completed,,1,LB,51,271,DHS-V,1,,1,1,,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,,,,,,1,,,1,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2006-12-01,2007-04-01,121,2007-01-30,2006,2007,2007,1
Liberia,DHS-I,Ministry of Planning and Economic Affairs,February 1986 - July 1986,Completed,,1,LB,01,7,DHS-I,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-02-01,1986-07-01,150,1986-04-17,1986,1986,1986,
Madagascar,DHS-VII,Institut National de la Statistique (INSTAT),May 2016 - July 2016,Completed,1,1,MD,71,505,DHS-VII,,,1,,1,,,,,1,,,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2016-05-01,2016-07-01,61,2016-05-31,2016,2016,2016,1
Madagascar,DHS-VI,Institut National de la Statistique (INSTAT),April 2013 - June 2013,Completed,1,1,MD,6A,456,DHS-VI,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2013-04-01,2013-06-01,61,2013-05-01,2013,2013,2013,
Madagascar,DHS-VI,Institut National de la Statistique (INSTAT),March 2011 - June 2011,Completed,1,1,MD,61,396,DHS-VI,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-01,2011-06-01,92,2011-04-16,2011,2011,2011,
Madagascar,DHS-V,Institut National de la Statistique (INSTAT),November 2008 - August 2009,Completed,,1,MD,51,296,DHS-V,,1,1,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-01,2009-08-01,273,2009-03-17,2008,2009,2009,1
Madagascar,DHS-IV,Institut National de la Statistique (INSTAT),November 2003 - March 2004,Completed,,1,MD,42,207,DHS-IV,1,1,1,,,,1,1,1,1,,1,1,,1,1,1,,,1,,1,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,2003-11-01,2004-03-01,121,2003-12-31,2003,2004,2004,1
Madagascar,DHS-III,Direction de la Démographie et des Statistique Sociales (DDSS)/Institut National de la Statistique (INSTAT),September 1997 - December 1997,Completed,,1,MD,31,110,DHS-III,,,,,,,1,1,1,,,1,,,1,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-09-01,1997-12-01,91,1997-10-17,1997,1997,1997,1
Madagascar,DHS-II,Centre National de Recherches sur l’Environment,May 1992 - November 1992,Completed,,,MD,21,49,DHS-II,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-05-01,1992-11-01,184,1992-08-01,1992,1992,1992,
Malawi,DHS-VII,National Malaria Control Programme (NMCP),April 2017 - May 2017,Completed,1,,MW,7I,512,DHS-VII,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01,2017-05-01,30,2017-04-16,2017,2017,2017,1
Malawi,DHS-VII,National Statistical Office (NSO),October 2015 - February 2016,Completed,1,1,MW,7A,483,DHS-VII,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,,1,1,,,,,,1,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-01,2016-02-01,123,2015-12-02,2015,2016,2016,1
Malawi,DHS-VII,"National Malaria Control Programme (NMCP), Ministry of Health",May 2014 - June 2014,Completed,1,1,MW,72,473,DHS-VI,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-01,2014-06-01,31,2014-05-17,2014,2014,2014,
Malawi,DHS-VI,Malawi Ministry of Health,June 2013 - February 2014,Completed,1,1,,,424,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-01,2014-02-01,245,2013-10-01,2013,2014,2014,
Malawi,DHS-VI,National Malaria Control Program (NMCP),April 2012 - May 2012,Completed,1,1,MW,6A,432,DHS-VI,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-01,2012-05-01,30,2012-04-16,2012,2012,2012,1
Malawi,DHS-VI,National Statistics Office,June 2010 - November 2010,Completed,,1,MW,61,333,DHS-V,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-01,2010-11-01,153,2010-08-16,2010,2010,2010,1
Malawi,DHS-IV,The National Statistical Office,October 2004 - January 2005,Completed,,1,MW,4E,251,DHS-IV,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,,,1,1,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-01,2005-01-01,92,2004-11-16,2004,2005,2005,1
Malawi,DHS-IV,Nat. Statistical Office,July 2000 - November 2000,Completed,,1,MW,41,158,DHS-IV,1,1,1,,,,1,1,1,1,,1,1,,1,,1,,1,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-01,2000-11-01,123,2000-09-01,2000,2000,2000,1
Malawi,DHS-III,National Statistical Office,June 1996 - October 1996,Completed,,,MW,34,84,,,,,,,,1,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-01,1996-10-01,122,1996-08-01,1996,1996,1996,
Malawi,DHS-II,National Statistical Office,September 1992 - November 1992,Completed,,,MW,22,52,DHS-II,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-01,1992-11-01,61,1992-10-01,1992,1992,1992,1
Maldives,DHS-VII,Ministry of Health (MOH),March 2016 - November 2017,Completed,1,,MV,71,494,DHS-VII,,1,,1,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-01,2017-11-01,610,2016-12-31,2016,2017,2017,1
Maldives,DHS-V,Ministry of Health,January 2009 - October 2009,Completed,,,MV,52,321,DHS-V,1,1,1,,,,1,1,,,,,1,1,1,,1,1,,1,1,1,,1,1,1,,,,,1,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2009-01-01,2009-10-01,273,2009-05-17,2009,2009,2009,1
Mali,DHS-VII,"The National Institute of Statistics (Institut National de Statistiques -INSTAT), the Center for Planning and Statistics - Health, Social Development, and Family Promotion Sectors (Cellule de Planification et de Statistique Secteur Santé, Développement Social et Promotion de la Famille - CPS/SS-DS-PF)",August 2018 - November 2018,Completed,1,,ML,7A,517,DHS-VII,,1,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-01,2018-11-01,92,2018-09-16,2018,2018,2018,1
Mali,DHS-VII,INFO-STAT in collaboration with Programme National de Lutte contre le Paludisme (PNLP) and Institut National de la Statistique (INSTAT),September 2015 - November 2015,Completed,1,1,ML,72,487,DHS-VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-01,2015-11-01,61,2015-10-01,2015,2015,2015,1
Mali,DHS-VI,"INFO-STAT in collaboration with government agencies, the National Institute of Statistics (INSTAT) and the Cellule de Planification et de Statistique (CPS), which is the technical department in charge of statistics and the DHS at the Ministry of Health.",November 2012 - February 2013,Completed,1,1,ML,6A,405,DHS-VI,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,1,,1,,,,1,1,,,,1,,,,1,,,1,1,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-01,2013-02-01,92,2012-12-17,2012,2013,2013,1
Mali,DHS-VI,Programme National de Lutte contre le Paludisme (PNLP) and INFO-STAT,August 2010 - October 2010,Completed,,1,ML,61,387,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-01,2010-10-01,61,2010-08-31,2010,2010,2010,
Mali,DHS-V,"Cellule de Planification et de Statistique (CPS), Direction Nationale de la Statistique et de L'Informatique (DNSI)",May 2006 - December 2006,Completed,,1,ML,53,276,DHS-V,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,,1,,,,,,1,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-01,2006-12-01,214,2006-08-16,2006,2006,2006,1
Mali,DHS-IV,"CPS/MSSPA et DNSI, Cellule de Planification et Statistique dur Ministère de la Santè; Direction de la Statistique e de l'Informatique du Ministère de l'Économie et des Finances",January 2001 - May 2001,Completed,,1,ML,41,159,DHS-IV,,1,1,,,,1,1,1,1,,1,1,,1,1,,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-01-01,2001-05-01,120,2001-03-02,2001,2001,2001,1
Mali,DHS-III,"CPS/MSSPA et DNSI, Cellule de Planification et Statistique du Ministère de la Santé; Direction de la Statistique et de l'Informatique du Ministère de l'Économie et des Finances",November 1995 - May 1996,Completed,,1,ML,32,77,DHS-III,,,,,,,1,1,,,,1,1,,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-11-01,1996-05-01,182,1996-01-31,1995,1996,1996,1
Mali,DHS-I,Centre d'Etudes et de Recherches sur la Population pour le Développement(CERPOD) de l'Institut du Sahel,March 1987 - August 1987,Completed,,,ML,01,12,DHS-I,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-03-01,1987-08-01,153,1987-05-16,1987,1987,1987,
Mauritania,DHS-IV,Office National de la Statistique,August 2003 - February 2004,Completed,,,,,229,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01,2004-02-01,184,2003-11-01,2003,2004,2004,
Mauritania,DHS-IV,Office Nat. de la Statistique,August 2000 - April 2001,Completed,,,,,160,DHS-III,1,,1,,,,1,1,1,1,,1,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-08-01,2001-04-01,243,2000-12-01,2000,2001,2001,1
Mexico,DHS-I,Dirección  General de Planificación Familiar/ Secretaría de Salud,February 1987 - May 1987,Completed,,,MX,01,11,DHS-I,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-02-01,1987-05-01,89,1987-03-17,1987,1987,1987,
Moldova,DHS-V,Ministry of Health (MOH)/Center for Preventive Medicine,June 2005 - August 2005,Completed,,1,MB,53,258,DHS-IV,,1,1,1,,,1,1,1,,1,,1,,1,,1,1,,1,1,1,,,1,,1,1,,1,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-01,2005-08-01,61,2005-07-01,2005,2005,2005,1
Morocco,DHS-IV,"Ministère de la Santé, Direction de la Planification et des Ressources Financières, Division de la Planification et des Études, Service des Etudes et de l’Information Sanitaire – SEIS",October 2003 - February 2004,Completed,,1,MA,43,214,DHS-IV,,1,1,,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-01,2004-02-01,123,2003-12-02,2003,2004,2004,1
Morocco,DHS-III,Ministere de la Santé Publique,April 1995 - May 1995,Completed,,,MA,33,75,"",,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-04-01,1995-05-01,30,1995-04-16,1995,1995,1995,
Morocco,DHS-II,Ministère de la Santé Publique (Service des Etudes et de l'Information Sanitaire (SEIS),January 1992 - April 1992,Completed,,,MA,21,47,DHS-II,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-01-01,1992-04-01,91,1992-02-16,1992,1992,1992,1
Morocco,DHS-I,Service des Etudes et de l'Information Sanitaire (SELS) du Ministère de la Santé Publique,May 1987 - July 1987,Completed,,,MA,01,17,DHS-I,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-05-01,1987-07-01,61,1987-05-31,1987,1987,1987,
Mozambique,DHS-VII,"Instituto Nacional de Saúde (INS, the National Health Institute)",April 2018 - June 2018,Completed,1,,MZ,7A,527,DHS-VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-01,2018-06-01,61,2018-05-01,2018,2018,2018,1
Mozambique,DHS-VII,The Instituto Nacional de Saúde (INS),May 2015 - September 2015,Completed,,1,MZ,71,467,DHS-VI,,,1,1,1,,1,1,,,,,1,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,1,,1,1,,,,1,1,,,,,,,,,,2015-05-01,2015-09-01,123,2015-07-02,2015,2015,2015,
Mozambique,DHS-VI,Instituto Nacional de Estatística (INE),June 2011 - November 2011,Completed,1,1,MZ,62,362,DHS-VI,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,,1,,,,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-01,2011-11-01,153,2011-08-16,2011,2011,2011,1
Mozambique,DHS-V,"Ministerio da Saúde, Instituto Nacional de Saúde (INS), Central Hospital, Instituto Nacional de Estatística (INE)",June 2009 - September 2009,Completed,,1,MZ,51,322,DHS-V,,,1,,,,1,1,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2009-06-01,2009-09-01,92,2009-07-17,2009,2009,2009,1
Mozambique,DHS-IV,National Statistical Institute (INE),August 2003 - January 2004,Completed,,,MZ,41,174,DHS-IV,,1,,,,,1,1,1,1,1,1,1,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01,2004-01-01,153,2003-10-16,2003,2004,2004,1
Mozambique,DHS-III,National Statistical Institute (INE),March 1997 - July 1997,Completed,,,MZ,31,105,DHS-III,,,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-03-01,1997-07-01,122,1997-05-01,1997,1997,1997,1
Myanmar,DHS-VII,The Department of Health Planning under the Ministry of Health,December 2015 - July 2016,Completed,,1,MM,71,454,DHS-VII,,1,1,1,1,,1,1,,1,,1,1,,1,,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-01,2016-07-01,213,2016-03-16,2015,2016,2016,1
Namibia,DHS-VI,Ministry of Health and Social Services (MOHSS),May 2013 - September 2013,Completed,,1,NM,61,363,DHS-VI,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,,,,1,1,1,1,,,1,,,,,,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-01,2013-09-01,123,2013-07-02,2013,2013,2013,1
Namibia,DHS-VI,Namibia Ministry of Health and Social Services,July 2009 - September 2009,Completed,,1,,,281,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-01,2009-09-01,62,2009-08-01,2009,2009,2009,
Namibia,DHS-V,Ministry of Health and Social Services (MOHSS),November 2006 - March 2007,Completed,,1,NM,51,284,DHS-V,1,1,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-01,2007-03-01,120,2006-12-31,2006,2007,2007,1
