iso3_flat,crisis_id,crisis_name,type_of_crisis,regional_or_country,country_level,individual_aggregated,website_name,iso3,country,regions,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected,mon,year,Total.PiN,check,country_flat,income,region,population,seq,full.parent,Adjusted.PiN,crisis_category
PHL,PHL005,Typhoon Tisoy,,Country,No,Individual,,PHL,Philippines,Asia,41.16,1.93,0.06,0,0,1.3,95.4,4.5,0.1,0,0,1,1.2,Jan,2020,0.06,100,Philippines,Lower middle income,East Asia & Pacific,109581085,4,FALSE,0.06,Physical
PHL,PHL007,Taal Volcano in Philippines,,Country,No,Individual,,PHL,Philippines,Asia,11.12,0.11,0.31,0,0,2.5,96.4,0.9,2.7,0,0,1,1.8,Feb,2020,0.31,100,Philippines,Lower middle income,East Asia & Pacific,109581085,5,FALSE,0.31,Physical
PHL,PHL008,Typhoon Ambo Philippines,,Country,No,Individual,,PHL,Philippines,Asia,,,,,,,,,,,,,,Jun,2020,0,0,Philippines,Lower middle income,East Asia & Pacific,109581085,6,FALSE,0,Physical
PHL,PHL009,Typhoon Goni (Rolly) and Typhoon Vamco (Ulysses),Tropical cyclone,Country,No,Individual,Typhoon Goni (Rolly) and Typhoon Vamco (Ulysses),PHL,Philippines,Asia,46.35,7.23,0.91,0,0,3.3,85.1,13.3,1.7,0,0,2,2.7,Dec,2020,0.91,100.1,Philippines,Lower middle income,East Asia & Pacific,109581085,7,FALSE,0.91,Physical
PRK,PRK001,Complex crisis in DPRK,Complex crisis,Country,Yes,Individual,Complex crisis,PRK,DPRK,Asia,0,14.56,5.4,5.5,0,5,0,57,21.1,21.5,0,4,4.5,Jan,2020,10.9,99.6,DPRK,Low income,East Asia & Pacific,25778815,1,FALSE,10.9,Complex
PSE,PSE002,Conflict in Palestine,Conflict,Country,Yes,Individual,Complex,PSE,Palestine,Middle east,0,2.45,0.9,1.6,0,4,0,49.5,18.2,32.3,0,4,4,Jan,2020,2.5,100,Palestine,Lower middle income,Middle East & North Africa,5101416,1,FALSE,2.5,Conflict
"NGA, NER, TCD, CMR",REG001,Regional Boko Haram Crisis,Regional crisis,Regional,,Individual,Regional Boko Haram,NGA|NER|TCD|CMR,Nigeria|Niger|Chad|Cameroon,Africa|Africa|Africa|Africa,0,7.88,3.36,6.51,0,5,0,44.4,18.9,36.7,0,4,4.5,Jan,2020,9.87,100,"Nigeria, Niger, Chad, Cameroon",,,,1,FALSE,9.87,Complex
"VEN, BRA, COL, ECU, PER, TTO",REG002,Venezuela Regional Crisis,Regional crisis,Regional,,Individual,Venezuela Regional Crisis,VEN|BRA|COL|ECU|PER|TTO,Venezuela|Brazil|Colombia|Ecuador|Peru|Trinidad and Tobago,Americas|Americas|Americas|Americas|Americas|Americas,44.94,14.16,18.82,0.5,0,5,57.4,18.1,24,0.6,0,3,4,Feb,2020,19.32,100.1,"Venezuela, Brazil, Colombia, Ecuador, Peru, Trinidad and Tobago",,,,1,FALSE,19.32,Complex
"IND, PAK",REG003,Regional Kashmir conflict,Regional crisis,Regional,No,Individual,Regional Kashmir conflict,IND|PAK,India|Pakistan,Asia|Asia,,,,,,,,,,,,,,Jan,2020,0,0,"India, Pakistan",,,,1,TRUE,0,Complex
"SYR, TUR, IRQ, EGY, JOR, LBN",REG004,Syrian Regional Crisis,Regional crisis,Regional,No,Individual,Syrian Regional Crisis,SYR|TUR|IRQ|EGY|JOR|LBN,Syria|Turkey|Iraq|Egypt|Jordan|Lebanon,Middle east|Middle east|Middle east|Africa|Middle east|Middle east,63.19,8.12,5.29,9.4,1.24,5,71.7,9.2,6,10.7,1.4,4,4.5,Jan,2020,15.93,99,"Syria, Turkey, Iraq, Egypt, Jordan, Lebanon",,,,1,FALSE,15.93,Complex
"TUR, GRC",REG006,Eastern Mediterranean Route ,Regional crisis,Regional,,Individual,Eastern Mediterranean Route ,TUR|GRC,Turkey|Greece,Middle east|Europe,,,,,,,,,,,,,,Jan,2020,0,0,"Turkey, Greece",,,,1,TRUE,0,Complex
"DZA, TUN, LBY, ITA",REG007,Central Mediterranean Route,Regional crisis,Regional,,Individual,Central Mediterranean Route,DZA|TUN|LBY|ITA,Algeria|Tunisia|Libya|Italy,Africa|Africa|Africa|Europe,,,,,,,,,,,,,,Jan,2020,0,0,"Algeria, Tunisia, Libya, Italy",,,,1,TRUE,0,Complex
"DZA, MAR, ESP",REG008,Western Mediterranean Route,Regional crisis,Regional,,Individual,Western Mediterranean Route,DZA|MAR|ESP,Algeria|Morocco|Spain,Africa|Africa|Europe,,,,,,,,,,,,,,Jan,2020,0,0,"Algeria, Morocco, Spain",,,,1,TRUE,0,Complex
"BGD, MMR",REG011,Rohingya Regional Crisis,Regional crisis,Regional,No,Individual,Rohingya Regional Crisis,BGD|MMR,Bangladesh|Myanmar,Asia|Asia,2.55,0.99,1.1,0.53,0,3.7,49.3,19.2,21.3,10.2,0,4,3.9,Jan,2020,1.63,100,"Bangladesh, Myanmar",,,,1,FALSE,1.63,Complex
"LSO, MDG, MWI, MOZ, NAM, SWZ, ZMB, ZWE",REG012,Southern Africa Regional Food Security Crisis,Regional crisis,Regional,,Individual,Southern Africa Regional Food Security Crisis,LSO|MDG|MWI|MOZ|NAM|SWZ|ZMB|ZWE,Lesotho|Madagascar|Malawi|Mozambique|Namibia|Eswatini|Zambia|Zimbabwe,Africa|Africa|Africa|Africa|Africa|Africa|Africa|Africa,19.61,14.68,10.02,1.89,0,5,42.4,31.8,21.7,4.1,0,3,4,Aug,2020,11.91,100,"Lesotho, Madagascar, Malawi, Mozambique, Namibia, Eswatini, Zambia, Zimbabwe",,,,1,FALSE,11.91,Complex
"ARM, AZE",REG013,Nagorno-Karabakh Conflict,Regional crisis,Regional,,Individual,Regional Nagorno-Karabakh Conflict,ARM|AZE,Armenia|Azerbaijan,Middle east|Middle east,,,,,,,,,,,,,,Nov,2020,0,0,"Armenia, Azerbaijan",,,,1,TRUE,0,Complex
RWA,RWA002,Burundi and DRC refugees in Rwanda,International displacement,Country,Yes,Individual,Refugees,RWA,Rwanda,Africa,4.57,0.27,0.15,0,0,2,96.7,5.8,3.3,0,0,2,2,Jan,2020,0.15,105.8,Rwanda,Low income,Sub-Saharan Africa,12952209,1,FALSE,0.15,Displacement
SDN,SDN001,Complex crisis in Sudan,Complex crisis,Country,Yes,Individual,Complex crisis,SDN,Sudan,Africa,24.3,9.4,4.4,1,3.9,4.9,56.5,21.9,10.2,2.3,9.1,5,5,Feb,2020,9.3,100,Sudan,Lower middle income,Sub-Saharan Africa,43849269,1,FALSE,8.15,Complex
SDN,SDN005,Refugees in Sudan,International displacement,Country,No,Individual,Refugees,SDN,Sudan,Africa,0,0.23,0.4,0.5,0.2,3.4,0,17,30.2,37.7,15.1,5,4.2,Feb,2020,1.1,100,Sudan,Lower middle income,Sub-Saharan Africa,43849269,2,FALSE,1.1,Displacement
SDN,SDN006,Floods in Sudan ,Flood,Country,No,Individual,Floods,SDN,Sudan,Africa,41.05,0.14,0.05,0,0,1.2,99.6,0.3,0.1,0,0,1,1.1,Aug,2020,0.05,100,Sudan,Lower middle income,Sub-Saharan Africa,43849269,3,FALSE,0.05,Physical
SEN,SEN002,Drought in Senegal,Drought,Country,Yes,Individual,Drought,SEN,Senegal,Africa,13.52,2.68,0.5,0.01,0,2.8,80.9,16,3,0.1,0,2,2.4,Dec,2020,0.51,100,Senegal,Low income,Sub-Saharan Africa,16743930,1,FALSE,0.51,Physical
SLV,SLV001,Complex crisis in El Salvador,Complex crisis,Country,Yes,Individual,Complex crisis,SLV,El Salvador,Americas,5.3,0.76,0.58,0.06,0,3,79.1,11.3,8.7,0.9,0,3,3,Oct,2020,0.64,100,El Salvador,Lower middle income,Latin America & Caribbean,6486201,1,FALSE,0.64,Complex
SOM,SOM001,Complex crisis in Somalia,Complex crisis,Country,Yes,Individual,Complex crisis,SOM,Somalia,Africa,0,7,2.16,2.4,0.74,4.5,0,56.9,17.6,19.5,6,5,4.8,Feb,2020,5.3,100,Somalia,Low income,Sub-Saharan Africa,15893219,1,FALSE,4.64,Complex
SOM,SOM002,Mixed Migration Flows in Somalia,International displacement,Country,No,Individual,Mixed Migration,SOM,Somalia,Africa,1.23,0,0.02,0.01,0,0.9,97.3,0,1.7,1,0,1,1,Jan,2020,0.03,100,Somalia,Low income,Sub-Saharan Africa,15893219,2,FALSE,0.03,Displacement
SOM,SOM004,Floods in Somalia,Flood,Country,No,Individual,Floods,SOM,Somalia,Africa,9.93,0.11,0.63,0,0,3,93.1,1,5.9,0,0,3,3,Jul,2020,0.63,100,Somalia,Low income,Sub-Saharan Africa,15893219,3,FALSE,0.63,Physical
SSD,SSD001,Complex crisis in South Sudan,Complex crisis,Country,Yes,Individual,Complex crisis,SSD,South Sudan,Africa,0,4.43,5.26,1.93,0.01,4.8,0,37.9,45,16.5,0.1,4,4.4,Jan,2020,7.2,99.5,South Sudan,Low income,Sub-Saharan Africa,11193729,1,FALSE,6.58,Complex
SSD,SSD002,Floods in South Sudan,Flood,Country,No,Individual,,SSD,South Sudan,Africa,5.78,0.91,0.62,0,0,3,79.1,12.4,8.5,0,0,3,3,Jan,2020,0.62,100,South Sudan,Low income,Sub-Saharan Africa,11193729,2,FALSE,0.62,Physical
SWZ,SWZ001,Food Security Crisis in Eswatini,Food Security,Country,Yes,Individual,Food Security Crisis,SWZ,Eswatini,Africa,0.38,0.39,0.31,0.06,0,2.6,33.5,34,27.1,5.3,0,4,3.3,Nov,2020,0.37,99.9,Eswatini,Lower middle income,Sub-Saharan Africa,1160164,1,FALSE,0.37,Physical
SYR,SYR001,Syrian conflict,Complex crisis,Country,Yes,Individual,Conflict,SYR,Syria,Middle east,0,2.22,1.97,8.5,1.24,5,0,14.9,13.3,57.2,8.3,5,5,Jan,2020,11.71,93.7,Syria,Low income,Middle East & North Africa,17500657,1,FALSE,11.71,Complex
TCD,TCD001,Complex crisis in Chad,Multiple crises country,Country,Yes,Aggregated,Complex crisis,TCD,Chad,Africa,9.17,1.21,4.74,1.47,0.19,4.7,54.7,7.2,28.2,8.8,1.1,4,4.4,Jul,2020,6.4,100,Chad,Low income,Sub-Saharan Africa,16425859,1,FALSE,3.37,Complex
TCD,TCD003,Boko Haram in Chad,Conflict,Country,No,Individual,Boko Haram ,TCD,Chad,Africa,0,0.19,0.38,0.11,0,2.8,0,28,56.3,15.9,0,4,3.4,Jan,2020,0.49,100.2,Chad,Low income,Sub-Saharan Africa,16425859,2,FALSE,0.49,Conflict
TCD,TCD004,CAR refugees in Chad,International displacement,Country,No,Individual,CAR refugees,TCD,Chad,Africa,3.18,0,1.01,0.11,0,3.4,73.9,0,23.6,2.5,0,3,3.2,Jan,2020,1.12,100,Chad,Low income,Sub-Saharan Africa,16425859,3,FALSE,1.12,Displacement
TCD,TCD005,Darfur refugees in Chad,International displacement,Country,No,Individual,Darfur refugees,TCD,Chad,Africa,1.45,0,0.69,0.43,0,3.4,56.4,0,26.9,16.6,0,4,3.7,Mar,2020,1.12,99.9,Chad,Low income,Sub-Saharan Africa,16425859,4,FALSE,1.12,Displacement
TCD,TCD006,Tibesti Conflict in Chad,Conflict,Country,No,Individual,Tibesti conflict,TCD,Chad,Africa,0,0.02,0.01,0.01,0,0.4,0,52.6,28.9,15.8,2.6,4,2.2,Jul,2020,0.02,99.9,Chad,Low income,Sub-Saharan Africa,16425859,5,FALSE,0.02,Conflict
TCD,TCD008,Floods in Chad,Flood,Country,No,Individual,Floods,TCD,Chad,Africa,15.98,0.11,0.28,0,0,2.4,97.6,0.7,1.7,0,0,1,1.7,Oct,2020,0.28,100,Chad,Low income,Sub-Saharan Africa,16425859,6,FALSE,0.28,Physical
THA,THA001,Multiple situations in Thailand,Multiple crises country,Country,Yes,Aggregated,Country level,THA,Thailand,Asia,,,0.09,,,1.6,,,2.5,,,0,0.8,Jan,2020,0.09,2.5,Thailand,Upper middle income,East Asia & Pacific,69799978,1,TRUE,0.09,Complex
THA,THA002,Conflict in southern Thailand ,Conflict,Country,No,Individual,Conflict,THA,Thailand,Asia,,,,,,,,,,,,,,Jan,2020,0,0,Thailand,Upper middle income,East Asia & Pacific,69799978,2,TRUE,0,Conflict
THA,THA003,Myanmar refugees in Thailand,International displacement,Country,No,Individual,Refugees,THA,Thailand,Asia,0,0,0.09,0,0,1.6,0,0,100,0,0,3,2.3,Jan,2020,0.09,100,Thailand,Upper middle income,East Asia & Pacific,69799978,3,TRUE,0.09,Displacement
TTO,TTO002,Venezuelan refugees in Trinidad and Tobago,International displacement,Country,Yes,Individual,Venezuelan refugees,TTO,Trinidad and Tobago,Americas,1.39,0,0.06,0,0,1.3,95.9,0,4.1,0,0,1,1.2,Jan,2020,0.06,100,Trinidad and Tobago,High income,Latin America & Caribbean,1399491,1,FALSE,0.06,Displacement
TUN,TUN002,Mixed migration flows in Tunisia,International displacement,Country,Yes,Individual,Mixed Migration,TUN,Tunisia,Africa,,,,,,,,,,,,,,Jan,2020,0,0,Tunisia,Lower middle income,Middle East & North Africa,11818618,1,TRUE,0,Displacement
TUR,TUR001,Complex situation in Turkey,Multiple crises country,Country,Yes,Aggregated,Country level,TUR,Turkey,Middle east,49.67,1.29,1.63,1.03,0,4,92.6,2.4,3,1.9,0,2,3,Jan,2020,2.66,99.9,Turkey,Upper middle income,Europe & Central Asia,84339067,1,TRUE,2.66,Complex
TUR,TUR002,Syrian Refugees in Turkey,International displacement,Country,No,Individual,Syrian refugees,TUR,Turkey,Middle east,32.58,1.29,1.63,0.66,0,3.9,90.1,3.6,4.5,1.8,0,3,3.5,Jan,2020,2.29,100,Turkey,Upper middle income,Europe & Central Asia,84339067,2,TRUE,2.29,Displacement
TUR,TUR003,Mixed Migration Flows in Turkey,International displacement,Country,No,Individual,Mixed Migration,TUR,Turkey,Middle east,33.68,1.29,1.63,1.03,0,4,89.5,3.4,4.3,2.7,0,3,3.5,Jan,2020,2.66,99.9,Turkey,Upper middle income,Europe & Central Asia,84339067,3,TRUE,2.66,Displacement
TUR,TUR004,Kurdish Conflict,Conflict,Country,No,Individual,Kurdish conflict,TUR,Turkey,Middle east,,,,,,,,,,,,,,Jan,2020,0,0,Turkey,Upper middle income,Europe & Central Asia,84339067,4,TRUE,0,Conflict
TZA,TZA002,International Displacement in Tanzania,International displacement,Country,Yes,Individual,Refugees,TZA,Tanzania,Africa,11.39,0,0.29,0,0,2.4,97.6,0,2.4,0,0,1,1.7,Jan,2020,0.29,100,Tanzania,Low income,Sub-Saharan Africa,59734213,1,FALSE,0.29,Displacement
UGA,UGA001,Multiple crises in Uganda,Multiple crises country,Country,Yes,Aggregated,Country level,UGA,Uganda,Africa,6.65,1.31,1.61,0.08,0,3.7,68.8,13.6,16.7,0.8,0,3,3.4,May,2020,1.69,99.9,Uganda,Low income,Sub-Saharan Africa,45741000,1,FALSE,0.26,Complex
UGA,UGA005,International Displacement in Uganda,International displacement,Country,No,Individual,Refugees,UGA,Uganda,Africa,6.01,0,1.43,0,0,3.6,80.8,0,19.2,0,0,3,3.3,Aug,2020,1.43,100,Uganda,Low income,Sub-Saharan Africa,45741000,2,FALSE,1.43,Displacement
UGA,UGA006,Floods and Landslides in Uganda,Flood,Country,No,Individual,Floods and Landslides,UGA,Uganda,Africa,,,,,,,,,,,,,,Jun,2020,0,0,Uganda,Low income,Sub-Saharan Africa,45741000,3,FALSE,0,Physical
UKR,UKR002,Conflict in Ukraine,Conflict,Country,Yes,Individual,Conflict,UKR,Ukraine,Europe,1.11,1.7,2.7,0.8,0,4.2,17.6,26.9,42.8,12.7,0,4,4.1,Jan,2020,3.5,100,Ukraine,Lower middle income,Europe & Central Asia,43733759,1,FALSE,3.5,Conflict
VEN,VEN001,Complex crisis in Venezuela,Complex crisis,Country,Yes,Individual,Complex crisis,VEN,Venezuela,Americas,0,13.76,14.32,0,0,5,0,49,51,0,0,3,4,Jan,2020,14.32,100,Venezuela,Upper middle income,Latin America & Caribbean,28435943,1,FALSE,14.32,Complex
VNM,VNM002,Floods in central Vietnam,Flood,Country,Yes,Individual,Floods in central Vietnam,VNM,Vietnam,Asia,6.2,1.32,0.18,0,0,2.1,80.5,17.2,2.3,0,0,2,2.1,Nov,2020,0.18,100,Vietnam,Lower middle income,East Asia & Pacific,97338583,1,FALSE,0.18,Physical
VUT,VUT002,Cyclone Harold in Vanuatu,Tropical cyclone,Country,No,Individual,Cyclone Harold,VUT,Vanuatu,Pacific,0.08,0.03,0.12,0,0,1.8,32.5,14.3,53.2,0,0,3,2.4,Apr,2020,0.12,100,Vanuatu,Lower middle income,East Asia & Pacific,307150,1,FALSE,0.12,Physical
YEM,YEM001,Conflict in Yemen,Complex crisis,Country,Yes,Individual,Complex crisis,YEM,Yemen,Middle east,0,4.5,9.8,14.3,0.06,5,0,15,32.6,47.6,0.2,4,4.5,Jan,2020,24.16,95.4,Yemen,Low income,Middle East & North Africa,29825968,1,FALSE,23.73,Complex
YEM,YEM002,Mixed migration flows in Yemen,International displacement,Country,No,Individual,Mixed Migration,YEM,Yemen,Middle east,3.87,0,0.25,0.18,0,2.7,90.2,0,5.7,4.1,0,3,2.9,Jan,2020,0.43,100,Yemen,Low income,Middle East & North Africa,29825968,2,FALSE,0.43,Displacement
ZMB,ZMB002,Drought in Zambia,Drought,Country,Yes,Individual,Drought,ZMB,Zambia,Africa,4.07,3.13,1.87,0.41,0,3.9,43,33,19.7,4.3,0,3,3.5,Jan,2020,2.28,100,Zambia,Lower middle income,Sub-Saharan Africa,18383956,1,FALSE,2.28,Physical
ZWE,ZWE001,Complex crisis in Zimbabwe,Complex crisis,Country,Yes,Individual,Complex crisis,ZWE,Zimbabwe,Africa,8.41,0,7,0,0,4.7,54.6,0,45.4,0,0,3,3.9,Oct,2020,7,100,Zimbabwe,Low income,Sub-Saharan Africa,14862927,1,FALSE,6.64,Complex
ZWE,ZWE003,Malaria Outbreak in Zimbabwe,Epidemic,Country,No,Individual,Malaria Epidemic,ZWE,Zimbabwe,Africa,4.43,0,0.36,0,0,2.6,92.6,0,7.5,0,0,3,2.8,Oct,2020,0.36,100.1,Zimbabwe,Low income,Sub-Saharan Africa,14862927,2,FALSE,0.36,Physical
AFG,AFG001,Complex crisis in Afghanistan,Complex crisis,Country,Yes,Individual,Complex crisis,AFG,Afghanistan,Asia,0,19.64,12.1,5.8,0.5,5,0,51.6,31.8,15.2,1.3,4,4.5,Jan,2021,18.4,99.9,Afghanistan,Low income,South Asia,38928341,1,FALSE,18.4,Complex
ARM,ARM002,Nagorno-Karabakh Conflict in Armenia,Conflict,Country,Yes,Individual,Nagorno-Karabakh Conflict in Armenia,ARM,Armenia,Middle east,2.94,0.02,0.09,0,0,1.6,96.4,0.6,3,0,0,1,1.3,Jan,2021,0.09,100,Armenia,Upper middle income,Europe & Central Asia,2963234,1,FALSE,0.09,Conflict
AZE,AZE002,Nagorno-Karabakh conflict in Azerbaijan,Conflict,Country,Yes,Individual,Nagorno-Karabakh conflict in Azerbaijan,AZE,Azerbaijan,Middle east,,,,,,,,,,,,,,Jan,2021,0,0,Azerbaijan,Upper middle income,Europe & Central Asia,10139175,1,TRUE,0,Conflict
BDI,BDI001,Complex in Burundi,Complex crisis,Country,Yes,Individual,Complex crisis ,BDI,Burundi,Africa,6.37,3.96,1.21,0.13,0,3.5,54.6,33.9,10.3,1.1,0,3,3.3,Jan,2021,1.34,99.9,Burundi,Low income,Sub-Saharan Africa,11890781,1,FALSE,1.34,Complex
BFA,BFA002,Conflict in Burkina Faso,Conflict,Country,Yes,Individual,Conflict,BFA,Burkina Faso,Africa,3.46,3.11,0.49,0.76,0.92,3.9,39.6,35.6,5.6,8.7,10.5,5,4.5,Jan,2021,2.17,100,Burkina Faso,Low income,Sub-Saharan Africa,20903278,1,TRUE,2.17,Conflict
BFA,BFA003,Floods in Burkina Faso,Flood,Country,No,Individual,Floods,BFA,Burkina Faso,Africa,21.03,0.06,0.05,0,0,1.2,99.5,0.3,0.2,0,0,1,1.1,Jan,2021,0.05,100,Burkina Faso,Low income,Sub-Saharan Africa,20903278,2,TRUE,0.05,Physical
BFA,BFA004,Multiple crises in Burkina Faso,Multiple crises country,Country,Yes,Aggregated,Multiple crises,BFA,Burkina Faso,Africa,15.76,3.16,0.54,0.76,0.92,3.9,74.5,15,2.6,3.6,4.3,4,4,Jan,2021,2.22,100,Burkina Faso,Low income,Sub-Saharan Africa,20903278,3,TRUE,2.22,Complex
BGD,BGD002,Rohingya refugee crisis,International displacement,Country,Yes,Individual,Rohingya Refugees,BGD,Bangladesh,Asia,0,0.47,0.67,0.21,0,3.2,0,35.1,49.5,15.4,0,4,3.6,Feb,2021,0.88,100,Bangladesh,Lower middle income,South Asia,164689383,1,FALSE,0.88,Displacement
BRA,BRA002,Venezuela displacement in Brazil,International displacement,Country,Yes,Individual,Venezuelan refugees,BRA,Brazil,Americas,0.61,0.4,0.49,0,0,2.8,40.5,26.7,32.8,0,0,3,2.9,Jan,2021,0.49,100,Brazil,Upper middle income,Latin America & Caribbean,212559409,1,FALSE,0.49,Displacement
CAF,CAF001,Complex crisis in CAR,Complex crisis,Country,Yes,Individual,Complex crisis,CAF,CAR,Africa,0,2.1,0.9,1.9,0,4.1,0,42.9,18.4,38.8,0,4,4.1,Jan,2021,2.8,100.1,CAR,Low income,Sub-Saharan Africa,4829764,1,FALSE,2.8,Complex
CMR,CMR001,Multiple crises in Cameroon,Multiple crises country,Country,Yes,Aggregated,Country level,CMR,Cameroon,Africa,5.78,2.84,1.81,0.09,0,3.8,54.9,27,17.2,0.9,0,3,3.4,Feb,2021,1.9,100,Cameroon,Lower middle income,Sub-Saharan Africa,26545864,1,TRUE,1.9,Complex
CMR,CMR002,Boko Haram in Cameroon,Conflict,Country,No,Individual,Boko Haram,CMR,Cameroon,Africa,2.08,1.58,0.77,0.05,0,3.2,46.4,35.3,17.2,1.1,0,3,3.1,Jan,2021,0.82,100,Cameroon,Lower middle income,Sub-Saharan Africa,26545864,2,TRUE,0.82,Conflict
CMR,CMR003,Anglophone Crisis in Cameroon,Conflict,Country,No,Individual,Anglophone crisis,CMR,Cameroon,Africa,2.03,1.49,0.88,0.08,0,3.3,45.3,33.3,19.7,1.7,0,3,3.2,Feb,2021,0.96,100,Cameroon,Lower middle income,Sub-Saharan Africa,26545864,3,TRUE,0.96,Conflict
CMR,CMR004,CAR refugees in Cameroon,International displacement,Country,No,Individual,CAR refugees,CMR,Cameroon,Africa,1.25,0,0.32,0,0,2.5,79.8,0,20.2,0,0,3,2.8,Jan,2021,0.32,100,Cameroon,Lower middle income,Sub-Saharan Africa,26545864,4,TRUE,0.32,Displacement
COD,COD001,Complex crisis in DRC,Complex crisis,Country,Yes,Individual,Complex crisis,COD,DRC,Africa,52.92,30.27,14.11,4.7,0.78,5,51.5,29.4,13.7,4.6,0.8,4,4.5,Jan,2021,19.59,100,DRC,Low income,Sub-Saharan Africa,89561404,1,FALSE,19.01,Complex
COD,COD003,Floods in south-eastern DRC,Flood,Country,No,Individual,Floods,COD,DRC,Africa,22.49,0,0.52,0.06,0,2.9,97.5,0,2.3,0.3,0,1,2,Jan,2021,0.58,100.1,DRC,Low income,Sub-Saharan Africa,89561404,2,FALSE,0.58,Physical
COG,COG001,Complex crisis in Congo,Complex crisis,Country,Yes,Individual,Complex crisis,COG,Congo,Africa,4.4,0,1.2,0,0,3.5,78.6,0,21.4,0,0,3,3.3,Jan,2021,1.2,100,Congo,Lower middle income,Sub-Saharan Africa,5518092,1,FALSE,1.11,Complex
COG,COG004,Floods in Congo,Flood,Country,No,Individual,Floods,COG,Congo,Africa,0.07,0,0.09,0,0,1.6,43.5,0,56.5,0,0,3,2.3,Jan,2021,0.09,100,Congo,Lower middle income,Sub-Saharan Africa,5518092,2,FALSE,0.09,Physical
COL,COL001,Complex crisis in Colombia,Complex crisis,Country,Yes,Individual,Complex crisis,COL,Colombia,Americas,34.9,4.9,6,2.5,0,4.9,68.6,9.6,11.8,4.9,0,3,4,Jan,2021,8.5,94.9,Colombia,Upper middle income,Latin America & Caribbean,50882884,1,FALSE,4.83,Complex
COL,COL002,Venezuela displacement in Colombia,International displacement,Country,No,Individual,Venezuelan refugees ,COL,Colombia,Americas,18.59,0,3.44,0.16,0,4.3,83.8,0,15.5,0.7,0,3,3.7,Jan,2021,3.6,100,Colombia,Upper middle income,Latin America & Caribbean,50882884,2,FALSE,3.6,Displacement
COL,COL003,Hurricane Eta and Iota in Colombia,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,COL,Colombia,Americas,21.93,0.27,0.07,0,0,1.4,98.5,1.2,0.3,0,0,1,1.2,Jan,2021,0.07,100,Colombia,Upper middle income,Latin America & Caribbean,50882884,3,FALSE,0.07,Physical
CRI,CRI002,Nicaraguan refugees in Costa Rica,International displacement,Country,Yes,Individual,Nicaraguan refugees,CRI,Costa Rica,Americas,1.64,0.04,0.04,0,0,1.1,95,2.5,2.5,0,0,1,1.1,Jan,2021,0.04,100,Costa Rica,Upper middle income,Latin America & Caribbean,5094114,1,FALSE,0.04,Displacement
DJI,DJI001,Multiple crises in Djibouti,Multiple crises country,Country,Yes,Aggregated,Country level,DJI,Djibouti,Africa,0.37,0.33,0.2,0.11,0,2.5,36.8,32.5,20.1,10.6,0,4,3.3,Jan,2021,0.31,100,Djibouti,Lower middle income,Middle East & North Africa,988002,1,TRUE,0.31,Complex
DJI,DJI002,Mixed migration in Djibouti,International displacement,Country,No,Individual,Mixed Migration,DJI,Djibouti,Africa,0.98,0,0.03,0,0,0.8,97,0,3,0,0,1,0.9,Jan,2021,0.03,100,Djibouti,Lower middle income,Middle East & North Africa,988002,2,TRUE,0.03,Displacement
DJI,DJI003,Drought in Djibouti,Drought,Country,No,Individual,Drought,DJI,Djibouti,Africa,0.37,0.33,0.2,0.11,0,2.5,36.8,32.5,20.1,10.6,0,4,3.3,Jan,2021,0.31,100,Djibouti,Lower middle income,Middle East & North Africa,988002,3,TRUE,0.31,Physical
DZA,DZA002,Mixed migration flows in Algeria,International displacement,Country,No,Individual,Mixed Migration,DZA,Algeria,Africa,,,,,,,,,,,,,,Jan,2021,0,0,Algeria,Upper middle income,Middle East & North Africa,43851043,1,TRUE,0,Displacement
DZA,DZA003,Sahrawi refugees in Algeria,International displacement,Country,No,Individual,Sahrawi refugees,DZA,Algeria,Africa,0.05,0.08,0.09,0,0,1.6,22,37.7,40.4,0,0,3,2.3,Jan,2021,0.09,100.1,Algeria,Upper middle income,Middle East & North Africa,43851043,2,TRUE,0.09,Displacement
DZA,DZA004,Multiple crises in Algeria,Multiple crises country,Country,Yes,Aggregated,Country level,DZA,Algeria,Africa,,,,,,,,,,,,,,Jan,2021,0,0,Algeria,Upper middle income,Middle East & North Africa,43851043,3,TRUE,0,Complex
ECU,ECU002,Venezuela displacement in Ecuador,International displacement,Country,Yes,Individual,Venezuelan refugees ,ECU,Ecuador,Americas,4.82,0.21,0.42,0,0,2.7,88.5,3.8,7.6,0,0,3,2.9,Jan,2021,0.42,99.9,Ecuador,Upper middle income,Latin America & Caribbean,17643060,1,FALSE,0.42,Displacement
ERI,ERI001,Complex crisis in Eritrea,Complex crisis,Country,Yes,Individual,Complex crisis,ERI,Eritrea,Africa,0.65,0,2.58,0,0,4,20,0,80,0,0,3,3.5,Jan,2021,2.58,100,Eritrea,Low income,Sub-Saharan Africa,3546427,1,FALSE,2.58,Complex
